lsoa code (2011),lsoa code (2021),rural urban
E01030861,E01030861,Rural village and dispersed
E01030862,E01030862,Rural village and dispersed
E01030863,E01030863,Urban city and town
E01030864,E01030864,Rural village and dispersed
E01030865,E01030865,Urban city and town
E01030866,E01030866,Urban city and town
E01030867,E01030867,Rural village and dispersed
E01030868,E01030868,Rural town and fringe
E01030869,E01030869,Rural town and fringe
E01030870,E01030870,Urban city and town
E01030871,E01030871,Urban city and town
E01030872,E01030872,Urban city and town
E01030873,E01030873,Urban city and town
E01030874,E01030874,Urban city and town
E01030875,E01030875,Urban city and town
E01030876,E01030876,Urban city and town
E01030877,E01030877,Rural town and fringe
E01030878,E01030878,Rural town and fringe
E01030879,E01030879,Rural village and dispersed
E01030880,E01030880,Rural village and dispersed
E01030881,E01030881,Urban city and town
E01030882,E01030882,Urban city and town
E01030883,E01030883,Urban city and town
E01030884,E01030884,Urban city and town
E01030885,E01030885,Urban city and town
E01030886,E01030886,Urban city and town
E01030887,E01030887,Urban city and town
E01030888,E01030888,Urban city and town
E01030889,E01030889,Urban city and town
E01030890,E01030890,Urban city and town
E01030891,E01030891,Urban city and town
E01030892,E01030892,Urban city and town
E01030893,E01030893,Urban city and town
E01030894,E01030894,Rural village and dispersed
E01030895,E01030895,Urban city and town
E01030896,E01030896,Urban city and town
E01030897,E01030897,Urban city and town
E01030898,E01030898,Urban city and town
E01030899,E01030899,Urban city and town
E01030900,E01030900,Urban city and town
E01030901,E01030901,Urban city and town
E01030902,E01030902,Urban city and town
E01030903,E01030903,Urban city and town
E01030904,E01030904,Urban city and town
E01030905,E01030905,Urban city and town
E01030906,E01030906,Urban city and town
E01030907,E01030907,Urban city and town
E01030908,E01030908,Rural village and dispersed
E01030909,E01030909,Urban city and town
E01030910,E01030910,Rural village and dispersed
E01030911,E01030911,Urban city and town
E01030912,E01030912,Urban city and town
E01030913,E01030913,Urban city and town
E01030914,E01030914,Urban city and town
E01030915,E01030915,Urban city and town
E01030916,E01030916,Urban city and town
E01030917,E01030917,Urban city and town
E01030918,E01030918,Urban city and town
E01030919,E01030919,Urban city and town
E01030920,E01030920,Urban city and town
E01030921,E01030921,Urban city and town
E01030922,E01030922,Urban city and town
E01030923,E01030923,Urban city and town
E01030924,E01030924,Urban city and town
E01030925,E01030925,Urban city and town
E01030926,E01030926,Urban city and town
E01030927,E01030927,Urban city and town
E01030928,E01030928,Urban city and town
E01030929,E01030929,Rural village and dispersed
E01030930,E01030930,Urban city and town
E01030931,E01030931,Urban city and town
E01030932,E01030932,Urban city and town
E01030933,E01030933,Urban city and town
E01030934,E01030934,Rural town and fringe
E01030935,E01030935,Rural town and fringe
E01030937,E01030937,Rural town and fringe
E01030938,E01030938,Rural town and fringe
E01030939,E01030939,Rural town and fringe
E01030940,E01030940,Rural village and dispersed
E01030941,E01030941,Rural village and dispersed
E01030942,E01030942,Rural village and dispersed
E01030943,E01030943,Rural town and fringe
E01030944,E01030944,Urban major conurbation
E01030945,E01030945,Urban city and town
E01030946,E01030946,Urban major conurbation
E01030947,E01030947,Urban major conurbation
E01030948,E01030948,Urban major conurbation
E01030949,E01030949,Urban major conurbation
E01030950,E01030950,Urban major conurbation
E01030951,E01030951,Urban major conurbation
E01030952,E01030952,Urban major conurbation
E01030953,E01030953,Urban major conurbation
E01030954,E01030954,Urban major conurbation
E01030955,E01030955,Urban major conurbation
E01030956,E01030956,Urban major conurbation
E01030957,E01030957,Urban major conurbation
E01030958,E01030958,Urban major conurbation
E01030959,E01030959,Urban major conurbation
E01030960,E01030960,Urban major conurbation
E01030961,E01030961,Urban major conurbation
E01030962,E01030962,Urban major conurbation
E01030963,E01030963,Urban major conurbation
E01030964,E01030964,Urban major conurbation
E01030965,E01030965,Urban major conurbation
E01030966,E01030966,Urban major conurbation
E01030967,E01030967,Urban major conurbation
E01030968,E01030968,Urban major conurbation
E01030969,E01030969,Urban major conurbation
E01030970,E01030970,Urban major conurbation
E01030971,E01030971,Urban major conurbation
E01030972,E01030972,Urban major conurbation
E01030973,E01034297,Urban major conurbation
E01030974,E01030974,Urban major conurbation
E01030975,E01030975,Urban major conurbation
E01030976,E01030976,Urban major conurbation
E01030977,E01030977,Urban major conurbation
E01030978,E01030978,Urban major conurbation
E01030979,E01030979,Urban major conurbation
E01030980,E01030980,Urban major conurbation
E01030981,E01030981,Urban major conurbation
E01030982,E01034293,Urban major conurbation
E01030983,E01030983,Urban major conurbation
E01030984,E01030984,Urban major conurbation
E01030985,E01034293,Urban major conurbation
E01030986,E01030986,Urban major conurbation
E01030987,E01030987,Urban city and town
E01030988,E01030988,Urban major conurbation
E01030989,E01030989,Urban major conurbation
E01030990,E01030990,Urban major conurbation
E01030991,E01030991,Urban major conurbation
E01030992,E01030992,Urban major conurbation
E01030993,E01034295,Urban major conurbation
E01030994,E01030994,Urban major conurbation
E01030995,E01030995,Urban major conurbation
E01030996,E01030996,Urban major conurbation
E01030997,E01030997,Urban city and town
E01030998,E01030998,Urban major conurbation
E01030999,E01030999,Urban major conurbation
E01031000,E01031000,Urban major conurbation
E01031001,E01031001,Urban major conurbation
E01031002,E01031002,Urban major conurbation
E01031003,E01031003,Urban major conurbation
E01031004,E01031004,Urban major conurbation
E01031005,E01031005,Rural town and fringe
E01031006,E01031006,Rural town and fringe
E01031007,E01031007,Rural village and dispersed
E01031008,E01031008,Urban city and town
E01031009,E01031009,Urban city and town
E01031010,E01031010,Urban city and town
E01031011,E01031011,Urban city and town
E01031012,E01031012,Urban city and town
E01031013,E01031013,Urban city and town
E01031014,E01031014,Urban city and town
E01031015,E01031015,Urban city and town
E01031016,E01031016,Rural town and fringe
E01031017,E01031017,Rural village and dispersed
E01031018,E01031018,Rural town and fringe
E01031019,E01031019,Rural town and fringe
E01031020,E01031020,Rural town and fringe
E01031021,E01031021,Rural town and fringe
E01031022,E01031022,Rural town and fringe
E01031023,E01031023,Rural village and dispersed
E01031024,E01031024,Rural village and dispersed
E01031025,E01031025,Rural town and fringe
E01031026,E01031026,Rural town and fringe
E01031027,E01031027,Rural village and dispersed
E01031028,E01031028,Rural village and dispersed
E01031029,E01031029,Urban city and town
E01031030,E01031030,Urban city and town
E01031031,E01031031,Rural town and fringe
E01031032,E01031032,Rural town and fringe
E01031033,E01031033,Rural town and fringe
E01031034,E01031034,Rural town and fringe
E01031035,E01031035,Rural village and dispersed
E01031036,E01031036,Rural village and dispersed
E01031037,E01031037,Rural town and fringe
E01031038,E01031038,Rural town and fringe
E01031039,E01031039,Rural town and fringe
E01031040,E01031040,Rural town and fringe
E01031041,E01031041,Rural town and fringe
E01031042,E01031042,Rural town and fringe
E01031043,E01031043,Urban city and town
E01031044,E01031044,Urban city and town
E01031045,E01031045,Urban city and town
E01031046,E01031046,Urban city and town
E01031047,E01031047,Urban city and town
E01031048,E01031048,Urban city and town
E01031049,E01031049,Urban city and town
E01031050,E01031050,Urban city and town
E01031051,E01031051,Urban city and town
E01031052,E01031052,Urban city and town
E01031053,E01031053,Urban city and town
E01031054,E01031054,Urban city and town
E01031055,E01031055,Urban city and town
E01031056,E01031056,Urban city and town
E01031057,E01031057,Urban city and town
E01031058,E01031058,Urban city and town
E01031059,E01031059,Urban city and town
E01031060,E01031060,Urban city and town
E01031061,E01031061,Urban city and town
E01031062,E01031062,Urban city and town
E01031063,E01031063,Urban city and town
E01031064,E01031064,Urban city and town
E01031065,E01031065,Urban city and town
E01031066,E01031066,Urban city and town
E01031067,E01031067,Urban city and town
E01031068,E01031068,Urban city and town
E01031069,E01031069,Urban city and town
E01031070,E01031070,Urban city and town
E01031073,E01031073,Urban city and town
E01031074,E01031074,Urban city and town
E01031075,E01031075,Urban city and town
E01031077,E01031077,Urban city and town
E01031078,E01031078,Urban city and town
E01031079,E01031079,Urban city and town
E01031080,E01031080,Urban city and town
E01031081,E01031081,Urban city and town
E01031082,E01031082,Urban city and town
E01031083,E01031083,Urban city and town
E01031084,E01031084,Urban city and town
E01031085,E01031085,Urban city and town
E01031086,E01031086,Urban city and town
E01031087,E01031087,Urban city and town
E01031088,E01031088,Urban city and town
E01031089,E01031089,Urban city and town
E01031090,E01031090,Urban city and town
E01031091,E01031091,Urban city and town
E01031092,E01031092,Urban city and town
E01031093,E01031093,Urban city and town
E01031094,E01031094,Urban city and town
E01031095,E01031095,Urban city and town
E01031096,E01031096,Urban city and town
E01031097,E01031097,Urban city and town
E01031098,E01031098,Urban city and town
E01031099,E01031099,Urban city and town
E01031100,E01031100,Urban city and town
E01031101,E01031101,Urban city and town
E01031102,E01031102,Urban city and town
E01031103,E01035018,Urban city and town
E01031104,E01031104,Urban city and town
E01031105,E01031105,Urban city and town
E01031106,E01031106,Urban city and town
E01031107,E01031107,Urban city and town
E01031108,E01031108,Urban city and town
E01031109,E01031109,Urban city and town
E01031110,E01031110,Urban city and town
E01031111,E01031111,Urban city and town
E01031112,E01031112,Urban city and town
E01031113,E01035015,Urban city and town
E01031114,E01031114,Urban city and town
E01031115,E01031115,Urban city and town
E01031116,E01031116,Urban city and town
E01031117,E01031117,Urban city and town
E01031118,E01031118,Urban city and town
E01031119,E01031119,Urban city and town
E01031120,E01031120,Urban city and town
E01031121,E01031121,Urban city and town
E01031122,E01031122,Urban city and town
E01031123,E01031123,Urban city and town
E01031124,E01031124,Urban city and town
E01031125,E01031125,Urban city and town
E01031127,E01031127,Urban city and town
E01031129,E01031129,Urban city and town
E01031130,E01031130,Urban city and town
E01031131,E01031131,Urban city and town
E01031132,E01031132,Urban city and town
E01031133,E01031133,Urban city and town
E01031134,E01031134,Urban city and town
E01031135,E01031135,Urban city and town
E01031136,E01031136,Urban city and town
E01031137,E01031137,Urban city and town
E01031138,E01031138,Urban city and town
E01031139,E01031139,Urban city and town
E01031140,E01031140,Urban city and town
E01031141,E01035021,Urban city and town
E01031142,E01031142,Urban city and town
E01031143,E01031143,Urban city and town
E01031144,E01031144,Urban city and town
E01031145,E01031145,Urban city and town
E01031146,E01031146,Urban city and town
E01031147,E01035025,Rural village and dispersed
E01031148,E01031148,Rural town and fringe
E01031149,E01031149,Rural village and dispersed
E01031150,E01031150,Rural village and dispersed
E01031151,E01031151,Urban city and town
E01031152,E01031152,Urban city and town
E01031153,E01031153,Rural town and fringe
E01031154,E01031154,Rural town and fringe
E01031155,E01031155,Urban city and town
E01031156,E01031156,Urban city and town
E01031157,E01031157,Urban city and town
E01031158,E01031158,Urban city and town
E01031159,E01031159,Rural village and dispersed
E01031160,E01031160,Rural village and dispersed
E01031161,E01031161,Urban city and town
E01031162,E01031162,Urban city and town
E01031163,E01031163,Urban city and town
E01031164,E01035022,Rural town and fringe
E01031165,E01031165,Rural town and fringe
